Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status,Date_parsed,Month,MonthName,MonthNum
11/24/2025,PayPal,-2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-24,2025-11,November,11
11/24/2025,MTA*NYCT PAYGO,-2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-24,2025-11,November,11
11/23/2025,HERCULES CORP KIOSK,-20.0,Included (True Spend),,Services/Laundry,Personal,General Authorization,Completed,2025-11-23,2025-11,November,11
11/23/2025,HERCULES CORP KIOSK,-20.0,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed,2025-11-23,2025-11,November,11
11/23/2025,,3.01,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed,2025-11-23,2025-11,November,11
11/23/2025,PayPal,20.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-11-23,2025-11,November,11
11/22/2025,UBER   * EATS PENDING,-19.56,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-103.13,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-39.38,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-39.38,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-22,2025-11,November,11
11/22/2025,HERCULES CORP KIOSK,-20.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-11-22,2025-11,November,11
11/22/2025,PayPal,-20.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-11-22,2025-11,November,11
11/22/2025,UBER   * EATS PENDING,-19.56,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-103.13,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-10.17,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-22,2025-11,November,11
11/22/2025,PayPal,39.38,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-22,2025-11,November,11
11/22/2025,PayPal,103.13,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-22,2025-11,November,11
11/22/2025,TARGET.COM,-10.17,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-22,2025-11,November,11
11/22/2025,PayPal,19.56,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-22,2025-11,November,11
11/22/2025,PayPal,10.17,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-22,2025-11,November,11
11/21/2025,PayPal,-19.56,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,TARGET.COM,-103.13,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,PayPal,-39.38,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,TARGET.COM,-39.38,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,T & T Organic Market I,-21.84,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-21,2025-11,November,11
11/21/2025,T & T Organic Market I,-21.84,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-21,2025-11,November,11
11/21/2025,PayPal,-103.13,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,UBER   * EATS PENDING,-19.56,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,PayPal,-10.17,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,TARGET.COM,-10.17,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-21,2025-11,November,11
11/21/2025,REB NYC,11.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-11-21,2025-11,November,11
11/21/2025,PayPal,21.84,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-21,2025-11,November,11
11/21/2025,Aizihaer Tuerxuntuoheti,-11.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-11-21,2025-11,November,11
11/20/2025,WONDER,-15.58,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-20,2025-11,November,11
11/20/2025,PayPal,-21.84,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-20,2025-11,November,11
11/20/2025,T & T Organic Market I,-21.84,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-20,2025-11,November,11
11/20/2025,1037 NOSTRAND DELI LLC,-15.6,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-20,2025-11,November,11
11/20/2025,1037 NOSTRAND DELI LLC,-15.6,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-20,2025-11,November,11
11/20/2025,WONDER,-15.58,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-20,2025-11,November,11
11/20/2025,PayPal,15.6,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-20,2025-11,November,11
11/20/2025,PayPal,15.58,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-20,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-41.16,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed,2025-11-19,2025-11,November,11
11/19/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,-40.6,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-40.6,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,PayPal,-33.27,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-33.27,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-33.27,Included (True Spend),,Transportation,Business/Main,Other,Completed,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-33.27,Excluded,Non-Finalized (Status: Reversed),Excluded,Business/Main,Void of Authorization,Reversed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,-31.96,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-31.96,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,"Uber Technologies, Inc",-31.94,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed,2025-11-19,2025-11,November,11
11/19/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Business/Main,General Authorization,Completed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,-15.58,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-19,2025-11,November,11
11/19/2025,WONDER,-15.58,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-19,2025-11,November,11
11/19/2025,PayPal,33.27,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,31.96,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,40.6,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-19,2025-11,November,11
11/19/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-19,2025-11,November,11
11/19/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Transfer / Noise,Excluded,Business/Main,General Authorization,Completed,2025-11-19,2025-11,November,11
11/19/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-19,2025-11,November,11
11/18/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-18,2025-11,November,11
11/18/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-18,2025-11,November,11
11/18/2025,PayPal,-15.6,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-18,2025-11,November,11
11/18/2025,1037 NOSTRAND DELI LLC,-15.6,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-18,2025-11,November,11
11/18/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-18,2025-11,November,11
11/18/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-18,2025-11,November,11
11/17/2025,HP *ALL- IN PLAN,-1.0,Excluded,Non-Finalized (Status: Reversed),Excluded,Business/Main,Void of Authorization,Reversed,2025-11-17,2025-11,November,11
11/17/2025,PayPal Inc.,-1.0,Included (True Spend),,Financial Services,Business/Main,Other,Completed,2025-11-17,2025-11,November,11
11/17/2025,PayPal,1.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-17,2025-11,November,11
11/17/2025,Apple Services,4.93,Excluded,Money In / Refund,Excluded,Personal,Payment Refund,Completed,2025-11-17,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,WONDER-GRHUB*KABOBSHAC,-17.69,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,WONDER-GRHUB*KABOBSHAC,-17.69,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,UBR* PENDING.UBER.COM,-23.31,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-195.98,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,UBR* PENDING.UBER.COM,-23.31,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-16,2025-11,November,11
11/16/2025,TST*JERUSALEM FALAFEL,-14.4,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-90.0,Excluded,Transfer / Noise,Excluded,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-90.0,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Transfer / Noise,Excluded,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-16,2025-11,November,11
11/16/2025,CASH APP*AIZIHAER TUER,-195.98,Excluded,Transfer / Noise,Excluded,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,TST*JERUSALEM FALAFEL,-14.4,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,MTA*NYCT PAYGO RECOVER,2.9,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General PayPal Debit Card Transaction,Denied,2025-11-16,2025-11,November,11
11/16/2025,FOUR*PLUS*SUBSCRIPTION,-12.99,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,14.4,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,FOUR*PLUS*SUBSCRIPTION,-12.99,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,90.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,23.31,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,17.69,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,195.98,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,12.99,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal,7.02,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-16,2025-11,November,11
11/16/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Business/Main,Other,Completed,2025-11-16,2025-11,November,11
11/16/2025,1037 NOSTRAND DELI LLC,-7.02,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-16,2025-11,November,11
11/16/2025,1037 NOSTRAND DELI LLC,-7.02,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-16,2025-11,November,11
11/16/2025,,7.51,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed,2025-11-16,2025-11,November,11
11/15/2025,CASH APP*AIZIHAER TUER,-90.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,UBR* PENDING.UBER.COM,-23.31,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-23.31,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-90.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-195.98,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,CASH APP*AIZIHAER TUER,-195.98,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,REB NYC,-200.0,Excluded,Transfer / Noise,Excluded,Personal,General Payment,Completed,2025-11-15,2025-11,November,11
11/15/2025,TST*JERUSALEM FALAFEL,-18.52,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-15,2025-11,November,11
11/15/2025,Aizihaer Tuerxuntuoheti,-20.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-11-15,2025-11,November,11
11/15/2025,GLORIA CARRI-617169,-24.5,Included (True Spend),,Other/Uncategorized,Personal,PayPal Debit Card Withdrawal to ATM,Completed,2025-11-15,2025-11,November,11
11/15/2025,TST*JERUSALEM FALAFEL,-18.52,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-15,2025-11,November,11
11/15/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Business/Main,Other,Completed,2025-11-15,2025-11,November,11
11/15/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-11-15,2025-11,November,11
11/15/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed,2025-11-15,2025-11,November,11
11/15/2025,REB NYC,20.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-11-15,2025-11,November,11
11/15/2025,PayPal,18.52,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-17.69,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,MTA*NYCT PAYGO RECOVER,2.9,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-12.99,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,FOUR*PLUS*SUBSCRIPTION,-12.99,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,TST*JERUSALEM FALAFEL,-14.4,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,PayPal,-14.4,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-15,2025-11,November,11
11/15/2025,WONDER-GRHUB*KABOBSHAC,-17.69,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-15,2025-11,November,11
11/14/2025,PayPal,-18.52,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-14,2025-11,November,11
11/14/2025,TST*JERUSALEM FALAFEL,-18.52,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-14,2025-11,November,11
11/14/2025,TST*JERUSALEM FALAFEL,-11.98,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-14,2025-11,November,11
11/14/2025,TST*JERUSALEM FALAFEL,-11.98,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-14,2025-11,November,11
11/14/2025,1037 NOSTRAND DELI LLC,-7.02,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-14,2025-11,November,11
11/14/2025,PayPal,-7.02,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-14,2025-11,November,11
11/14/2025,1037 NOSTRAND DELI LLC,-6.76,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-14,2025-11,November,11
11/14/2025,MTA*NYCT PAYGO RECOVER,2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General PayPal Debit Card Transaction,Pending,2025-11-14,2025-11,November,11
11/14/2025,PayPal,6.76,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-14,2025-11,November,11
11/14/2025,PayPal,11.98,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-14,2025-11,November,11
11/14/2025,1037 NOSTRAND DELI LLC,-6.76,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-14,2025-11,November,11
11/13/2025,UBER   *TRIP,-25.62,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,ReAuthorization,Pending,2025-11-13,2025-11,November,11
11/13/2025,TST*XIAN FAMOUS FOODS,-16.17,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,DB SMOKE SHOP,-20.8,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,DB SMOKE SHOP,-20.8,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,AMAZON.COM*B808H8X30,-21.76,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,UBER   *TRIP,-25.62,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,UBR* PENDING.UBER.COM,-42.37,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,-25.62,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-13,2025-11,November,11
11/13/2025,UBR* PENDING.UBER.COM,-25.64,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,UBR* PENDING.UBER.COM,-42.37,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,DB SMOKE SHOP,-44.2,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,DB SMOKE SHOP,-44.2,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,-11.98,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-13,2025-11,November,11
11/13/2025,TST*XIAN FAMOUS FOODS,-16.17,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,25.64,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,TST*JERUSALEM FALAFEL,-11.98,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-13,2025-11,November,11
11/13/2025,MTA*NYCT PAYGO RECOVER,2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General PayPal Debit Card Transaction,Pending,2025-11-13,2025-11,November,11
11/13/2025,PayPal,44.2,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,42.37,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,1037 NOSTRAND DELI LLC,-6.76,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-13,2025-11,November,11
11/13/2025,PayPal,20.8,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,16.17,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,25.62,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,2.5,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Personal,Other,Completed,2025-11-13,2025-11,November,11
11/13/2025,SQ *DIVINE SNACKS,-2.5,Included (True Spend),,Dining/Restaurants,Business/Main,General Authorization,Completed,2025-11-13,2025-11,November,11
11/13/2025,SQ *DIVINE SNACKS,-2.5,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed,2025-11-13,2025-11,November,11
11/13/2025,PayPal,-6.76,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-13,2025-11,November,11
11/12/2025,DB SMOKE SHOP,-44.2,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-12,2025-11,November,11
11/12/2025,PayPal,-44.2,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-12,2025-11,November,11
11/12/2025,PayPal,-42.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-12,2025-11,November,11
11/12/2025,UBR* PENDING.UBER.COM,-42.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-12,2025-11,November,11
11/12/2025,PayPal,-30.5,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending,2025-11-12,2025-11,November,11
11/12/2025,WWW.PAYWITHFOUR.COM,-30.5,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending,2025-11-12,2025-11,November,11
