"Date","Transaction ID","Transaction Type","Currency","Amount","Fee","Net Amount","Asset Type","Asset Price","Asset Amount","Status","Notes","Name of sender/receiver","Account"
"2025-01-21 06:05:03 EST","","Cash Card","USD","-$44.00","$0.00","-$44.00","","","","COMPLETE","345 EAST 94TH STREET GAR","","Cash Balance"
"2025-01-21 05:41:36 EST","","Cash Card","USD","-$43.54","$0.00","-$43.54","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-21 05:41:34 EST","","Cash Card","USD","-$42.17","$0.00","-$42.17","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-21 05:32:44 EST","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-20 04:18:29 EST","#D-QLQQ43EV","P2P","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","$30 Payment To Chet Manly","Chet Manly","Cash Balance"
"2025-01-20 04:17:41 EST","","Deposits","USD","$30.00","$0.00","$30.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-19 20:46:12 EST","","Withdrawal","USD","-$21.43","$0.00","-$21.43","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2025-01-18 13:56:19 EST","","Cash Card","USD","-$44.00","$0.00","-$44.00","","","","COMPLETE","345 EAST 94TH STREET GAR","","Cash Balance"
"2025-01-18 13:55:44 EST","","Cash Card","USD","-$44.00","$0.00","-$44.00","","","","FAILED","345 EAST 94TH STREET GAR","","Cash Balance"
"2025-01-17 19:39:11 EST","","Cash Card","USD","$37.43","$0.00","$37.43","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2025-01-17 10:39:46 EST","","Deposits","USD","$300.00","$0.00","$300.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2025-01-17 10:36:31 EST","pcgfwxt51","P2P","USD","-$5.44","$0.00","-$5.44","","","","COMPLETE","Glow in the dark Cash Card","Cash Card","MasterCard Debit 6493"
"2025-01-16 06:08:14 EST","","Cash Card","USD","-$43.54","$0.00","-$43.54","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-16 06:08:13 EST","","Cash Card","USD","-$42.99","$0.00","-$42.99","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-15 08:36:50 EST","","Cash Card","USD","-$25.39","$0.00","-$25.39","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-12 13:36:02 EST","","Cash Card","USD","-$9.98","$0.00","-$9.98","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-12 07:32:17 EST","","Cash Card","USD","-$52.36","$0.00","-$52.36","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-10 20:58:13 EST","","Cash Card","USD","-$51.14","$0.00","-$51.14","","","","COMPLETE","THE HOME DEPOT #6140","","Cash Balance"
"2025-01-10 20:39:47 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2025-01-10 20:38:40 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2025-01-10 20:13:48 EST","","Cash Card","USD","-$1.62","$0.00","-$1.62","","","","COMPLETE","MCDONALD'S F14780","","Cash Balance"
"2025-01-10 20:13:28 EST","","Cash Card","USD","-$1.62","$0.00","-$1.62","","","","FAILED","MCDONALD'S F14780","","Cash Balance"
"2025-01-10 17:18:29 EST","","Cash Card","USD","-$12.00","$0.00","-$12.00","","","","COMPLETE","QUEENIE NEWS ON FIRST","","Cash Balance"
"2025-01-10 17:14:03 EST","","Cash Card","USD","-$35.51","$0.00","-$35.51","","","","COMPLETE","ESCRIPT360 NYC","","Cash Balance"
"2025-01-10 17:04:21 EST","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-10 16:23:37 EST","","Cash Card","USD","-$31.57","$0.00","-$31.57","","","","COMPLETE","YIA YIAS- HOMEMADE","","Cash Balance"
"2025-01-10 16:01:40 EST","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-10 16:01:30 EST","","Deposits","USD","$11.00","$0.00","$11.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-10 10:19:19 EST","","Cash Card","USD","-$43.54","$0.00","-$43.54","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-10 01:33:35 EST","","Cash Card","USD","-$9.67","$0.00","-$9.67","","","","FAILED","MCDONALD'S F14780","","Cash Balance"
"2025-01-09 23:03:37 EST","","Cash Card","USD","-$28.00","$0.00","-$28.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2025-01-09 23:02:59 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2025-01-09 22:24:55 EST","","Cash Card","USD","-$11.16","$0.00","-$11.16","","","","COMPLETE","YIA YIAS- HOMEMADE","","Cash Balance"
"2025-01-09 16:25:29 EST","","Cash Card","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2025-01-09 16:24:10 EST","","Cash Card","USD","-$10.00","$0.00","-$10.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2025-01-09 15:08:53 EST","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-09 13:35:02 EST","","Cash Card","USD","-$27.75","$0.00","-$27.75","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-09 13:34:32 EST","","Cash Card","USD","-$17.11","$0.00","-$17.11","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-09 05:29:35 EST","","Cash Card","USD","-$25.39","$0.00","-$25.39","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-09 04:34:05 EST","","Cash Card","USD","-$21.76","$0.00","-$21.76","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-09 04:34:03 EST","","Cash Card","USD","-$16.09","$0.00","-$16.09","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-08 00:20:02 EST","","Withdrawal","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2025-01-08 00:16:39 EST","#D-OJN131Q3","P2P","USD","$15.00","$0.00","$15.00","","","","COMPLETE","T1","Anthony Difelice","Cash Balance"
"2025-01-07 15:12:25 EST","","Cash Card","USD","-$15.80","$0.00","-$15.80","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-07 15:12:24 EST","","Cash Card","USD","-$15.80","$0.00","-$15.80","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-07 07:49:34 EST","","Cash Card","USD","-$10.88","$0.00","-$10.88","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-06 18:13:06 EST","","Withdrawal","USD","-$39.00","$0.00","-$39.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2025-01-06 06:27:52 EST","","Withdrawal","USD","-$11.00","$0.00","-$11.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2025-01-05 21:10:13 EST","#D-KLLN8RE6","P2P","USD","-$200.00","$0.00","-$200.00","","","","COMPLETE","$200 Payment To Ryan Conrad Martin","Ryan Conrad Martin","Cash Balance"
"2025-01-05 21:03:01 EST","","Deposits","USD","$230.00","$0.00","$230.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-05 21:02:51 EST","","Deposits","USD","$20.00","$0.00","$20.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2025-01-05 21:02:10 EST","","Deposits","USD","$250.00","$0.00","$250.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2025-01-04 22:01:42 EST","","Cash Card","USD","-$15.80","$0.00","-$15.80","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-04 22:01:41 EST","","Cash Card","USD","-$15.80","$0.00","-$15.80","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-04 13:33:07 EST","","Cash Card","USD","-$27.05","$0.00","-$27.05","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-04 13:33:06 EST","","Cash Card","USD","-$27.05","$0.00","-$27.05","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2025-01-03 21:45:01 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2025-01-03 20:56:01 EST","","Withdrawal","USD","-$214.89","$0.00","-$214.89","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2025-01-03 20:54:02 EST","","Withdrawal","USD","-$214.89","$0.00","-$214.89","","","","FAILED","Cash Out","","MasterCard Debit 6493"
"2025-01-03 19:43:51 EST","","Cash Card","USD","-$80.00","$0.00","-$80.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2025-01-03 19:43:50 EST","","Cash Card","USD","-$80.00","$0.00","-$80.00","","","","FAILED","CLEO AI","","Cash Balance"
"2025-01-03 19:43:36 EST","","Cash Card","USD","-$80.00","$0.00","-$80.00","","","","FAILED","CLEO AI","","Cash Balance"
"2025-01-03 11:29:19 EST","","Cash Card","USD","$294.75","$0.00","$294.75","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2025-01-02 15:59:51 EST","","Cash Card","USD","-$9.24","$0.00","-$9.24","","","","COMPLETE","PP*APPLE.COM/BILL","","Cash Balance"
"2025-01-02 09:09:53 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","Klarna*balance top-u","","Cash Balance"
"2025-01-02 07:27:41 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2025-01-02 07:27:21 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","FAILED","CLEO AI","","Cash Balance"
"2025-01-02 03:38:54 EST","","Cash Card","USD","$59.16","$0.00","$59.16","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-12-31 22:49:45 EST","#D-GZJJ34KD","P2P","USD","-$25.00","$0.00","-$25.00","","","","COMPLETE","$25 Payment To Anthony Difelice","Anthony Difelice","Cash Balance"
"2024-12-31 22:49:08 EST","","Deposits","USD","$25.00","$0.00","$25.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-12-30 08:06:25 EST","#D-K1N26QG3","P2P","USD","-$158.00","$0.00","-$158.00","","","","COMPLETE","$158 Payment To Chet Manly","Chet Manly","Cash Balance"
"2024-12-30 08:05:53 EST","","Cash Card","USD","$158.22","$0.00","$158.22","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-12-30 08:05:27 EST","","Deposits","USD","$160.00","$0.00","$160.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-12-29 16:21:16 EST","","Cash Card","USD","-$10.08","$0.00","-$10.08","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-28 03:41:41 EST","","Cash Card","USD","-$42.90","$0.00","-$42.90","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2024-12-27 00:57:46 EST","","Withdrawal","USD","-$24.76","$0.00","-$24.76","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-26 15:24:31 EST","","Withdrawal","USD","-$39.00","$0.00","-$39.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-26 15:23:51 EST","#D-D24O2P3K","P2P","USD","$9.00","$0.00","$9.00","","","","COMPLETE","$9 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-26 15:22:22 EST","#D-N7M53K69","P2P","USD","$30.00","$0.00","$30.00","","","","COMPLETE","$30 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-26 03:05:54 EST","","Cash Card","USD","-$11.81","$0.00","-$11.81","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2024-12-25 00:26:37 EST","","Withdrawal","USD","-$25.00","$0.00","-$25.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-25 00:21:07 EST","#D-VREQ4PE9","P2P","USD","$25.00","$0.00","$25.00","","","","COMPLETE","$25 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-24 21:50:02 EST","","Withdrawal","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-24 21:40:35 EST","#D-O1KKR2L3","P2P","USD","$20.00","$0.00","$20.00","","","","COMPLETE","$20 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-24 10:35:29 EST","","Cash Card","USD","-$9.66","$0.00","-$9.66","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2024-12-23 08:35:18 EST","","Withdrawal","USD","-$1.50","$0.00","-$1.50","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-23 08:34:56 EST","9k26qxe4s","P2P","USD","$1.50","$0.00","$1.50","","","","COMPLETE","$1.50 Payment From Anthony Difelice","Anthony Difelice","Cash Balance"
"2024-12-22 23:57:15 EST","","Cash Card","USD","-$9.91","$0.00","-$9.91","","","","FAILED","PP*APPLE.COM/BILL","","Cash Balance"
"2024-12-22 07:22:04 EST","","Withdrawal","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-22 07:17:12 EST","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-12-22 02:52:13 EST","","Account Notifications","USD","$0.00","","$0.00","","","","COMPLETE","New device login","","Cash Balance"
"2024-12-21 10:03:44 EST","","Cash Card","USD","-$9.00","$0.00","-$9.00","","","","FAILED","CLEO AI","","Cash Balance"
"2024-12-21 08:18:53 EST","","Withdrawal","USD","-$132.45","$0.00","-$132.45","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-21 08:11:05 EST","#D-GZX73E6Z","P2P","USD","$130.00","$0.00","$130.00","","","","COMPLETE","$130 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-20 16:06:41 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-12-20 16:06:25 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","FAILED","CLEO AI","","Cash Balance"
"2024-12-20 16:06:09 EST","","Cash Card","USD","-$15.00","$0.00","-$15.00","","","","FAILED","CLEO AI","","Cash Balance"
"2024-12-20 16:06:09 EST","","Cash Card","USD","-$15.00","$0.00","-$15.00","","","","FAILED","CLEO AI","","Cash Balance"
"2024-12-20 16:05:36 EST","","Cash Card","USD","$22.45","$0.00","$22.45","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-12-20 16:03:16 EST","","Cash Card","USD","-$15.00","$0.00","-$15.00","","","","FAILED","CLEO AI","","Cash Balance"
"2024-12-20 01:31:32 EST","","Withdrawal","USD","-$100.00","$0.00","-$100.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-19 03:24:40 EST","#D-Z4XG3N55","P2P","USD","$100.00","$0.00","$100.00","","","","COMPLETE","$100 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-18 15:22:44 EST","","Withdrawal","USD","-$100.20","$0.00","-$100.20","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-18 13:50:24 EST","","Cash Card","USD","-$27.84","$0.00","-$27.84","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-18 05:13:16 EST","pcw2wc2ma","P2P","USD","$100.00","$0.00","$100.00","","","","COMPLETE","$100 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-17 18:51:39 EST","","Cash Card","USD","-$7.00","$0.00","-$7.00","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-17 18:51:38 EST","","Cash Card","USD","-$7.00","$0.00","-$7.00","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-17 10:51:36 EST","","Cash Card","USD","-$58.00","$0.00","-$58.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-17 10:49:31 EST","","Cash Card","USD","-$100.00","$0.00","-$100.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-17 10:39:49 EST","7vk0qxvv1","P2P","USD","$150.00","$0.00","$150.00","","","","COMPLETE","$150 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-17 07:20:28 EST","","Cash Card","USD","-$27.84","$0.00","-$27.84","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-17 02:06:17 EST","","Cash Card","USD","-$54.50","$0.00","-$54.50","","","","COMPLETE","47TH GARAGE LLC","","Cash Balance"
"2024-12-17 02:05:48 EST","d9g06xsya","P2P","USD","$55.00","$0.00","$55.00","","","","COMPLETE","$55 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-17 01:59:29 EST","","Cash Card","USD","-$7.70","$0.00","-$7.70","","","","FAILED","47TH GARAGE LLC","","Cash Balance"
"2024-12-17 01:58:30 EST","","Cash Card","USD","-$7.70","$0.00","-$7.70","","","","FAILED","47TH GARAGE LLC","","Cash Balance"
"2024-12-17 01:47:50 EST","","Cash Card","USD","-$13.00","$0.00","-$13.00","","","","COMPLETE","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-12-17 01:01:07 EST","","Cash Card","USD","-$3.02","$0.00","-$3.02","","","","COMPLETE","UBER   *TRIP","","Cash Balance"
"2024-12-17 00:59:53 EST","","Cash Card","USD","-$9.55","$0.00","-$9.55","","","","COMPLETE","Dawa.46","","Cash Balance"
"2024-12-17 00:33:17 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","NYCDOT D & E GARAGE","","Cash Balance"
"2024-12-17 00:12:22 EST","","Cash Card","USD","-$0.24","$0.00","-$0.24","","","","COMPLETE","EV CONNECT, INC.","","Cash Balance"
"2024-12-17 00:07:25 EST","","Cash Card","USD","-$25.00","$0.00","-$25.00","","","","FAILED","EV CONNECT, INC.","","Cash Balance"
"2024-12-17 00:06:52 EST","v9g26xekf","P2P","USD","$75.00","$0.00","$75.00","","","","COMPLETE","$75 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-16 18:50:39 EST","","Cash Card","USD","-$27.84","$0.00","-$27.84","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-15 20:57:33 EST","","Cash Card","USD","-$5.00","$0.00","-$5.00","","","","FAILED","NEWPORT CENTRE W GARAGE","","Cash Balance"
"2024-12-15 15:59:13 EST","","Cash Card","USD","-$45.00","$0.00","-$45.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-15 14:38:33 EST","","Cash Card","USD","-$3.18","$0.00","-$3.18","","","","COMPLETE","MCDONALD'S F23375","","Cash Balance"
"2024-12-15 13:03:02 EST","","Cash Card","USD","-$33.00","$0.00","-$33.00","","","","COMPLETE","ALLIANZ INSURANCE","","Cash Balance"
"2024-12-15 01:58:27 EST","","Cash Card","USD","-$39.24","$0.00","-$39.24","","","","COMPLETE","APPLE CASH SENT MONEY","","Cash Balance"
"2024-12-15 01:22:53 EST","","Cash Card","USD","-$30.36","$0.00","-$30.36","","","","COMPLETE","BOUND BROOK CONVENIENCE","","Cash Balance"
"2024-12-15 01:17:39 EST","","Cash Card","USD","-$12.35","$0.00","-$12.35","","","","COMPLETE","BOUND BROOK CONVENIENCE","","Cash Balance"
"2024-12-14 22:25:35 EST","","Cash Card","USD","-$18.00","$0.00","-$18.00","","","","COMPLETE","IPARK 341","","Cash Balance"
"2024-12-14 22:06:18 EST","vgbyqcxt1","P2P","USD","$175.00","$0.00","$175.00","","","","COMPLETE","$175 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-14 15:14:28 EST","","Withdrawal","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-14 12:36:55 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-12-14 11:32:13 EST","","Cash Card","USD","-$5.20","$0.00","-$5.20","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-12-14 11:26:23 EST","","Cash Card","USD","-$8.06","$0.00","-$8.06","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-12-14 03:47:06 EST","","Cash Card","USD","-$18.64","$0.00","-$18.64","","","","COMPLETE","WHOLESOME ORGANIC MARKET","","Cash Balance"
"2024-12-14 02:42:30 EST","vchpbx52s","P2P","USD","$50.00","$0.00","$50.00","","","","COMPLETE","$50 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-14 01:41:07 EST","","Cash App Pay Payment","USD","-$500.00","","-$500.00","","","","COMPLETE","$500.00 Payment At Joulez, Inc.","","Cash Balance"
"2024-12-14 01:40:00 EST","prhp08ens","P2P","USD","$300.00","$0.00","$300.00","","","","COMPLETE","$300 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-14 01:39:05 EST","v9hpqxe5s","P2P","USD","$200.00","$0.00","$200.00","","","","COMPLETE","$200 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-14 01:16:24 EST","#D-3V5KLJX8","P2P","USD","-$320.00","$0.00","-$320.00","","","","COMPLETE","$320 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-14 01:10:58 EST","","Deposits","USD","$200.00","$0.00","$200.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-12-14 01:05:54 EST","dcpyw81m1","P2P","USD","$120.00","$0.00","$120.00","","","","COMPLETE","$120 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-13 23:22:33 EST","","Withdrawal","USD","-$200.00","$0.00","-$200.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-13 23:17:23 EST","yggy0x7nf","P2P","USD","$200.00","$0.00","$200.00","","","","COMPLETE","Loan","Robert Beacham","Cash Balance"
"2024-12-13 06:12:22 EST","7zwqnthp1","P2P","USD","-$60.00","$0.00","-$60.00","","","","COMPLETE","$60 Payment To Addison","Addison","MasterCard Debit 6493"
"2024-12-13 04:03:27 EST","","Cash Card","USD","-$10.88","$0.00","-$10.88","","","","FAILED","IC* INSTACART*SUBSCRIP","","Cash Balance"
"2024-12-12 17:26:11 EST","","Withdrawal","USD","-$300.00","$0.00","-$300.00","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-12 06:07:37 EST","","Cash Card","USD","-$52.36","$0.00","-$52.36","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-12-12 06:07:36 EST","","Cash Card","USD","-$52.36","$0.00","-$52.36","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-12-12 01:42:27 EST","vgghw92m1","P2P","USD","$300.00","$0.00","$300.00","","","","COMPLETE","$300 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-11 20:23:36 EST","","Cash Card","USD","-$60.00","$0.00","-$60.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-11 20:11:20 EST","","Withdrawal","USD","-$100.95","$0.00","-$100.95","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-12-11 19:46:38 EST","#D-D26X5DEL","P2P","USD","$100.00","$0.00","$100.00","","","","COMPLETE","$100 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-11 19:40:34 EST","","Cash Card","USD","-$11.00","$0.00","-$11.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-12-11 19:40:12 EST","","Deposits","USD","$7.00","$0.00","$7.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-12-11 18:10:24 EST","","Cash Card","USD","-$300.00","$0.00","-$300.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-12-11 18:03:26 EST","","Deposits","USD","$300.00","$0.00","$300.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-12-10 15:01:47 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-10 08:19:03 EST","","Cash Card","USD","-$45.00","$0.00","-$45.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-10 02:17:13 EST","","Cash Card","USD","-$23.20","$0.00","-$23.20","","","","COMPLETE","GO PUFF*GB LIC. USD","","Cash Balance"
"2024-12-10 00:20:42 EST","","Cash Card","USD","-$36.93","$0.00","-$36.93","","","","COMPLETE","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-12-10 00:11:14 EST","pchantsda","P2P","USD","$130.00","$0.00","$130.00","","","","COMPLETE","Enjoy","Robert Beacham","Cash Balance"
"2024-12-09 05:55:26 EST","","Cash Card","USD","-$9.71","$0.00","-$9.71","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-12-08 12:14:33 EST","","Cash Card","USD","-$5.15","$0.00","-$5.15","","","","FAILED","EYES ON HUDSON CAFE","","Cash Balance"
"2024-12-07 21:28:04 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-07 18:48:56 EST","","Cash Card","USD","-$18.12","$0.00","-$18.12","","","","COMPLETE","NEW YORK SMOKE SHOP","","Cash Balance"
"2024-12-07 15:40:32 EST","","Cash Card","USD","$19.70","$0.00","$19.70","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-12-07 15:40:04 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-07 12:26:53 EST","","Cash Card","USD","-$8.06","$0.00","-$8.06","","","","COMPLETE","PAYPAL *CLOUDFLARE","","Cash Balance"
"2024-12-07 10:18:44 EST","","Cash Card","USD","-$53.65","$0.00","-$53.65","","","","COMPLETE","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-12-07 10:15:32 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-12-07 06:49:53 EST","#D-O1L6JLP6","P2P","USD","-$76.00","$0.00","-$76.00","","","","COMPLETE","$76 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-06 19:57:50 EST","","Cash Card","USD","-$25.39","$0.00","-$25.39","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-12-06 19:24:03 EST","#D-MJNR6ZQN","P2P","USD","$195.00","$0.00","$195.00","","","","COMPLETE","$195 Payment From Robert Beacham","Robert Beacham","Cash Balance"
"2024-12-06 05:06:53 EST","","Cash Card","USD","-$10.88","$0.00","-$10.88","","","","FAILED","IC* INSTACART*SUBSCRIP","","Cash Balance"
"2024-12-03 08:07:20 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
